,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
279,1113739,ABERTOTS PLAY,"96 Burcham Street, LONDON",E14 0SH,Poplar and Limehouse,07821199202,poplarabertots@yahoo.co.uk,Not available,31/03/2025,129276.0,124218.0,Other,Provides Services,Education/training,Children/young People,"Abertots Playgroup is a weekday sessional provision (8.30-11.30 or 12-3) which runs during term time only. We provide activities for 2-5 year olds in accordance to the Early Years Foundation Stage, which encourages each child to development as an individual and at their own pace.","THE AIM OF THE ASSOCIATION SHALL BE TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETS.
A) PROVIDING SAFE AND SATISFYING GROUP PLAY, IN WHICH PARENTS HAVE THE RIGHT TO TAKE PART;
B) ENCOURAGING OTHER CHARITABLE ACTIVITIES THROUGH WHICH PARENTS MAY HELP THE CHILDREN.",True,Medium,No Filing,Education/training
283,1114589,EAST LONDON DISTRICT SCOUT COUNCIL,"East London Scout District, 65 Copley Street, LONDON",E1 3DF,Bethnal Green and Stepney,07956168068,kevin.bridge@eastlondonscouts.org.uk,http://www.eastlondonscouts.org.uk/,31/12/2023,148409.0,102409.0,Other,"Provides Buildings/facilities/open Space, Provides Services",Education/training,Children/young People,"East London Scouts gives young people skills for life.  We actively engage and support young people in their personal development, empowering them to make a positive contribution to society.  We are open to all young people aged 4 - 24 in the London Boroughs of Hackney and Tower Hamlets.","TO PROMOTE THE DEVELOPMENT OF YOUNG PEOPLE IN ACHIEVING THEIR FULL PHYSICAL, INTELLECTUAL, SOCIAL AND SPIRITUAL POTENTIAL; AS INDIVIDUALS, AS RESPONSIBLE CITIZENS AND AS MEMBERS OF THEIR LOCAL, NATIONAL AND INTERNATIONAL COMMUNITIES",True,Medium,No Filing,Education/training
284,1114726,FRIENDS OF ARNOLD CIRCUS,"C/o Leila's Shop, 17 Calvert Avenue, LONDON",E2 7JP,Bethnal Green and Stepney,07932413598,helloarnoldcircus@gmail.com,www.arnoldcircus.co.uk,31/03/2025,4585.0,7847.0,Other,Other Charitable Activities,"General Charitable Purposes, Education/training, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage",The General Public/mankind,"FOAC promotes for the public benefit, the preservation, care and improvement of Arnold Circus, London E2 as a place of historical and ecological interest. It seeks to provide for the local communities and beyond, in the interests of social welfare and learning, facilities for recreation and leisure time occupation with the object of improving the quality of life for those people.","1. TO PROMOTE FOR THE PUBLIC BENEFIT, THE PRESERVATION, CARE AND IMPROVEMENT OF ARNOLD CIRCUS AS A PLACE OF HISTORICAL AND ECOLOGICAL INTEREST.
2. TO PROVIDE FOR THE LOCAL COMMUNITIES AND BEYOND, IN THE INTERESTS OF SOCIAL WELFARE AND LEARNING, FACILITIES FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE QUALITY OF LIFE FOR THOSE PEOPLE.",True,Micro,No Filing,Environment/conservation/heritage
287,1114921,CITY OF PEACE COMMUNITY CHURCH,"6 BILLSON STREET, LONDON",E14 3DA,Poplar and Limehouse,03003653787,cityofpeacecc@gmail.com,www.cityofpeace.co.uk,31/03/2025,59120.0,48166.0,Other,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Amateur Sport","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Activities include:- A Sunday morning meeting which includes,a Bible talk, singing, prayers and friendship- Weekly Bible studies- Service projects in the community- Youth group for secondary school children- Community outreach","(1)  THE ADVANCEMENT OF THE CHRISTIAN RELIGION AS TAUGHT IN THE BOOKS OF THE OLD AND NEW TESTAMENTS AND AS DESCRIBED IN THE STATEMENT OF FAITH. 
(2)  THE RELIEF OF POVERTY, SICKNESS AND DISTRESS OF THE INHABITANTS OF THE ISLE OF DOGS AND THE SURROUNDING AREAS.",True,Small,No Filing,Amateur Sport
289,1115595,ABILITY BOW,"ST. PAULS CHURCH, ST. STEPHENS ROAD, LONDON",E3 5JL,Stratford and Bow,02089807778,info@abilitybow.org,www.abilitybow.org,31/03/2025,263938.0,263871.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","The Advancement Of Health Or Saving Of Lives, Disability, Amateur Sport, Recreation","Elderly/old People, People With Disabilities, The General Public/mankind",By providing specialist disability exercise support in a community gym and neighbouring locations Ability Bow works with people of all abilities to bring about positive change and maximise health and well-being to improve quality of daily life in the communities of East London.,"1) THE PROMOTION OF HEALTH THROUGH THE PURSUIT OF HEALTHY RECREATION
2) THE PROVISION OF A GYM AND FITNESS CLASSES THAT ARE OPEN TO EVERYONE, PARTICULARLY PEOPLE WITH DISABILITIES AND THOSE WHO WOULD NOT OTHERWISE USE OR HAVE ACCESS TO A GYM.",True,Medium,No Filing,Recreation
292,1116360,CALVARY CHARISMATIC BAPTIST CHURCH,"119 EAST INDIA DOCK ROAD, LONDON",E14 6DE,Poplar and Limehouse,02075151616,info@ccbc.org.uk,www.ccbc.org.uk,31/12/2024,854068.0,783983.0,Charitable company,"Provides Buildings/facilities/open Space, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Other Charitable Purposes",The General Public/mankind,"To provide for and promote the establishment of Church Christian groups bodies, organisations missions and other Christian meetings in the United Kingdom and throughout the world and generally to establish and assist in the establishment of places of Christian prayer, praise and worship.",TO ADVANCE THE PROTESTANT AND EVANGELICAL CHRISTIAN FAITH,True,Medium,No Filing,Other Charitable Purposes
293,1116802,IT'S YOUR LIFE,"IT'S YOUR LIFE, The Glasshouse, 161 Old Ford Road, LONDON",E2 9QB,Bethnal Green and Stepney,020 3952 3164,jackie.barnes@itsyourlife.me.uk,www.itsyourlife.me.uk,31/03/2025,321176.0,351858.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Amateur Sport","Children/young People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin","The charity is currently carrying out the following activities:
Integrated programme of support to build educational capital and improve the life chances of young people and their families;
Classes in ESOL, ICT, Maths and Textiles for parents;
Curriculum support for pupils with special needs;
Community support in the Arts.","1 DELIVERING INNOVATIVE EDUCATIONAL PROJECTS TO CHILDREN YOUNG PEOPLE AND ADULTS AT RISK OF FAILING TO REACH THEIR FULL POTENTIAL DUE TO LACK OF OPPORTUNITY.
2 DEVELOPING, SUPPORTING AND PROMOTING PARTNERSHIPS BETWEEN ORGANISATIONS AND INDIVIDUALS WITHIN THE COMMUNITY AND MAINSTREAM EDUCATION PROVISION.
3 DEVELOPING INITIATIVES WHICH RAISE EDUCATIONAL ASPIRATION.",True,Medium,No Filing,Amateur Sport
294,1116877,ADEEG COMMUNITY CENTRE LIMITED,"5-7 Assembly Passage, LONDON",E1 4UT,Bethnal Green and Stepney,07985141559,info@adeeg.org,Not available,31/03/2025,9800.0,9000.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","a.Advocacy and interpreting servicesb.Referring clients to appropriate social and community service providersc.Advice and training for citizenship course for Somali communityd.Advice, Information and Guidance to young Somali people on drug misuse, prevention and rehabilitation programmese.Employment and Work opportunityf.Health Awareness Programmesg.Football training for young people","(3.1)  TO PROMOTE, ADVANCE AND PROVIDE OR ARRANGE FOR THE PROVISION OF EDUCATION AND TRAINING FOR EMPLOYMENT AND SELF-EMPLOYMENT FOR THE INHABITANTS OF THE SOMALI COMMUNITY IN BOW AND BETHNAL GREEN.
(3.2)  TO RELIEVE THE CHARITABLE NEEDS OF THE SOMALI PEOPLE, IN PARTICULAR BUT NOT EXCLUSIVELY BY ASSISTING THEM TO CUT ACROSS THE BARRIERS  OF THEIR LANGUAGE, RACE OR CULTURE AND BY PROVIDING SUPPORT AND ADVICE ON ISSUES RELATED TO THEIR YOUTH, CULTURE AND ON SUCH OTHER AREAS WHICH THEY MAY HAVE DIFFICULTY IN ACCESSING.
(3.4)  TO PROMOTE CHARITABLE PURPOSES FOR THE GENERAL BENEFIT AN WELFARE OF THE SOMALI RESIDENT IN BOROUGH OF TOWER HAMLET AS THE THE EXECUTIVE COMMITTEE SHALL THINK FIT AND WORKING WITH LOCAL VOLUNTARY ORGANISATIONS AND LOCAL AUTHORITIES.",True,Micro,No Filing,Economic/community Development/employment
297,1118076,VISION CARE FOR HOMELESS PEOPLE,"C/o Crisis Uk, 50-52 Commercial Street, LONDON",E1 6LT,Bethnal Green and Stepney,02032864186,info@vchp.org.uk,www.visioncareforhomelesspeople.org,31/03/2025,469048.0,413117.0,Charitable company,Provides Services,The Advancement Of Health Or Saving Of Lives,Other Defined Groups,"VCHP provide free eyecare services to homeless and other vulnerable people in UK in an accessible and friendly environment in which they feel safe, welcome and comfortable. We aim to preserve, protect and promote the ocular health of homeless and other vulnerable people in the UK and include the provision of spectacles that meets their immediate visual needs.","TO PRESERVE, PROTECT AND PROMOTE THE OCULAR HEALTH OF HOMELESS AND DESTITUTE PEOPLE IN THE UK WHO ARE UNWILLING OR UNABLE TO ACCESS MAINSTREAM SERVICES AVAILABLE THROUGH THE NHS BY PROVIDING AND ASSISTING IN THE PROVISION OF A COMPREHENSIVE HIGH QUALITY AND FREE AT THE POINT OF USE OCULAR HEALTH SERVICE, INCLUDING SCREENING AND THE PROVISION OF SPECTACLES, THAT MEETS THE IMMEDIATE VISUAL NEEDS OF OUR BENEFICIARIES IN A SAFE, ACCESSIBLE, FRIENDLY AND COMFORTABLE ENVIRONMENT.",True,Medium,No Filing,The Advancement Of Health Or Saving Of Lives
300,1119049,HEAR ME OUT MUSIC,"Hear Me Out, Rich Mix Cultural Foundation, 35-47 Bethnal Green Road, LONDON",E1 6LA,Bethnal Green and Stepney,07548558741,hello@hearmeoutmusic.org.uk,www.hearmeoutmusic.org.uk,31/03/2025,371361.0,332661.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity",Other Defined Groups,"Hear Me Out brings people living in immigration detention centres together with professional musicians and people living in the community, to create and perform powerful artistic work, and convey it to new audiences through live and recorded performance, thereby increasing wellbeing and empathy, and helping change attitudes to migrants.","1 THE PROMOTION AND PROTECTION OF THE PHYSICAL AND MENTAL HEALTH OF IMMIGRANTS AND ASYLUM SEEKERS, WITH PARTICULAR REFERENCE TO THOSE DETAINED UNDER IMMIGRATION LAWS, THROUGH THE PROVISION OF MUSIC AND OTHER ACTIVITIES.
2 THE ADVANCEMENT OF EDUCATION OF THE PUBLIC ABOUT THE POSITION AND EXPERIENCE OF IMMIGRATION DETAINEES,  AND THE PROMOTION OF GOOD COMMUNITY RELATIONS BETWEEN PEOPLE OF DIVERSE BACKGROUNDS, WITH PARTICULAR REFERENCE TO THOSE LIVING IN DISADVANTAGED COMMUNITIES, THROUGH THE PROVISION OF MUSIC AND OTHER ACTIVITIES.
3 THE ADVANCEMENT OF EDUCATION OF THE PUBLIC, IN PARTICULAR BUT NOT EXCLUSIVELY, CURRENT AND FORMER IMMIGRATION DETAINEES, IN THE CREATIVE ARTS.",True,Medium,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
305,1120471,LOCKSLEY ESTATE CULTURAL ASSOCIATION,"7 Lydbrook Place, LONDON",E14 7TU,Poplar and Limehouse,07508045293,Not available,Not available,31/03/2025,50253.0,43809.0,Trust,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, The General Public/mankind",1. CONDUCTING RELIGIOUS DIALOGUES AMONG INTERFAITH COMMUNITY. 2. ORGANISE CONFERENCE. 3. FACILITATE SEMINARS AND TRAINING COURSES. 4. ESTABLISH CLOSE RELATIONS WITH OTHER MEMBERS OF THE SOCIETY. 5. PROVISION OF WORSHIP FACILITIES. 6. PROVISION OF FACILITIES FOR THE RECREATION AND OTHER LEISURE TIME ACTIVITIES.,"TO PROMOTE ANY CHARITABLE PURPOSE FOR THE BENEFITS OF THE COMMUNITY OF LOCKSLEY ESTATE, IN PARTICULAR BUT NOT EXCLUSIVELY, BY FACILITATING THE PROVISION OF EDUCATION AND TRAINING PARTICULARLY WHERE LANGUAGE DIFFICULTIES EXIST.",True,Small,No Filing,Religious Activities
312,1122448,SYLHET DIVISIONAL WELFARE COUNCIL UK,"Unit A, 37 PRINCELET  STREET, LONDON",E1 5LP,Bethnal Green and Stepney,07958 416652,sylhetdivisional@hotmail.co.uk,Not available,31/03/2025,100.0,0.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Education/TrainingMedical/Health/SicknessRelief of PovertyArts/cultureSport/recreationEconomic/Community development/Employment","FOR THE BENEFIT OF THE INHABITANTS IN THE UNITED KINGDOM AND IN BANGLADESH AND IN PARTICULAR MEMBERS OF THE BANGLADESHI COMMUNITY WHO ARE IN HARDSHIP AND SDC - UK WILL:
1) RELIEVE PERSONS IN THE UNITED KINGDOM AND IN BANGLADESH WHO ARE IN CONDITIONS OF POVERTY, SICKNESS AND DISTRESS IN SUCH WAYS SDC - UK THROUGH ITS EXECUTIVE COUNCIL MAY FROM TIME TO TIME DECIDE AND WHICH MAY INCLUDE THE PROVISION OF GRANTS OR LOANS AND THE PROVISION OF ADVICE AND INFORMATION CONCERNING SUBJECTS SUCH AS HOUSING, WELFARE BENEFITS, EMPLOYMENT, HEALTH, EDUCATION AND OTHER MATTERS;
2) PROMOTE THE ADVANCEMENT OF EDUCATION AND TRAINING OF DISADVANTAGED PEOPLE IN BOTH THE PRINCIPAL AREA OF BENEFIT AND BANGLADESH WHO THROUGH THEIR SOCIAL AND ECONOMIC CIRCUMSTANCES ARE IN NEED AND UNABLE TO GAIN EMPLOYMENT AND IN PARTICULAR TO PROMOTE AND SUPPORT SCHEMES WHERE SUCH PEOPLE MAY RECEIVE TRAINING FOR EMPLOYMENT;
3) PROVIDE THE PROVISION OF FACILITIES FOR RECREATION AND LEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS IN BOTH THE PRINCIPAL AREA OF BENEFIT AND BANGLADESH HAVING NEED OF FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, POVERTY OR SOCIAL AND ECONOMICAL CIRCUMSTANCES.",True,Micro,No Filing,Other Charitable Purposes
313,1122590,LINCOLN AREA REGENERATION GROUP,"Poplar Union, 2 Cotall Street, LONDON",E14 6TL,Poplar and Limehouse,07960895201,info@larg-charity.org,Not available,31/03/2025,396748.0,526635.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","LARG is a resident-formed organization with focuses on bringing economic, environmental and social prosperity to communities within Tower Hamlets.  In order to achieve this we provide a number of  community led services. We work in patnership with Poplar HARCA & other community partners - Our mission is working to support and develop sustainable communities within deprived areas of Tower Hamlets","A)  THE PROMOTION FOR THE BENEFIT OF THE PUBLIC OF URBAN REGENERATION IN THE LINCOLN AREA OF BOW, EAST LONDON, AN AREA OF SOCIAL AND ECONOMIC DEPRIVATION, BY ALL OR ANY OF THE FOLLOWING MEANS: THE MAINTENANCE, IMPROVEMENT OR PROVISION OF PUBLIC AMENITIES; THE PROVISION OF RECREATIONAL FACILITIES FOR THE PUBLIC AT LARGE OR THOSE WHO BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES, HAVE NEED OF SUCH FACILITIES; SUCH OTHER MEANS AS MAY FROM TIME TO TIME BE DETERMINED SUBJECT TO THE PRIOR WRITTEN CONSENT OF THE CHARITY COMMISSIONERS FOR ENGLAND AND WALES.
B)  TO DEVELOP THE CAPACITY AND SKILLS OF THE MEMBERS OF THE SOCIALLY AND ECONOMICALLY DISADVANTAGED COMMUNITY OF THE LINCOLN AREA OF BOW, EAST LONDON, IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY, AND HELP MEET, THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY.",True,Medium,No Filing,Environment/conservation/heritage
317,1123353,SHAHJALAL CENTRE,"Shahjalal Centre, 25 Hale Street, Poplar, London",E14 0BF,Poplar and Limehouse,02030921752,poplarshahjalal@gmail.com,Not available,31/03/2025,75357.0,30750.0,Other,Provides Buildings/facilities/open Space,"Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin","Daily Muslim Congregational Prayers. Weekday Supplementary Classes for children between 5-7pm. Social Events to Strengthen Community Relations.","A)     TO PROMOTE AND PROVIDE DAILY CONGREGATIONAL PRAYER FACILITY FOR THE SERVICE USERS.
B)     TO PROMOTE, ORGANISE AND TEACH SUPPLEMENTARY LANGUAGE CLASSES AND MAINSTREAM SUBJECTS TO THE RESIDENTS AND USERS OF THE CENTRE.
C)     PROVIDE ADVICE AND COUNSELLING FACILITIES FOR THE SERVICE USERS AND RESIDENTS LIVING IN THE NEIGHBOURHOODS ON ISSUES RANGING FROM MORAL DILEMMAS TO HEALTH ISSUES.
D)     ESTABLISH A CENTRE OF EDUCATION AN KNOWLEDGE.  WILL PROVIDE ACCESS TO TECHNOLOGICAL RESOURCES AND A LIBRARY OF KNOWLEDGE AND EDUCATION FOR ITS USERS AND RESIDENTS.
E)     PROVIDE AND PROMOTE SERVICES FOR THE FEMALE RESIDENTS OF THE LOCALITY.  THE CENTRE WILL CATER ON DIFFERENT ACTIVITIES AND FACILITIES FOR THE FEMALE USERS/COMMUNITY OF THE LOCALITY.
F)     TO UNITE THE COMMUNITY IN ORDER TO INSPIRE THEM TO DEVOTE THEMSELVES WHOLE-HEARTEDLY TO THE SERVICES OF THE COMMUNITY.
G)     ORGANISE SOCIAL EVENTS TO STRENGTHEN THE COMMUNITY RELATIONS.
H)     PROVIDE AND FOSTER GOODWILL AND FRIENDLY RELATION WITH THE LOCAL, OUTER COMMUNITY AND OTHER ORGANISATIONS.
I)     TO SUPPORT RELIGIOUS, EDUCATIONAL AND RECREATIONAL INTEREST OF THE PEOPLE LIVING IN THE AREA.
J)     PROMOTE EQUAL OPPORTUNITY AND HARMONIOUS RELATIONS IN THE SOCIETY AND TO OPPOSE ALL ATTEMPTS TO DIVIDE THE COMMUNITY IN ANY SORT OF DISORDER SUCH AS ANTI SOCIAL BEHAVIOUR.
K)     PROVIDE AN OPPORTUNITY FOR EXCHANGE OF CULTURE BETWEEN THE DIFFERENT FACTIONS OF RESIDENTS/USERS OF THE CENTRE.
L)     PROVIDE ACTIVITIES THROUGH OUT THE YEAR FOR GENERAL USERS/RESIDENTS (I.E. CONFERENCES, OPEN DAYS ETC) IN ORDER TO INTEGRATE THE COMMUNITY.
M)     ESTABLISH EMPLOYMENT OPPORTUNITIES FOR POSTS IN CONJUNCTION TO THE ACTIVITIES AND SERVICES PROVIDED.
N)     IT WILL FOLLOW THE CHARITY RULES AND REGULATION OF UK.
O)     ABIDE BY THE POLITICAL BY-LAWS OF UK",True,Small,No Filing,Religious Activities
320,1123972,HERMITAGE RIVER PROJECTS LIMITED,"HERMITAGE MOORINGS, 16 WAPPING HIGH STREET, LONDON",E1W 1NG,Poplar and Limehouse,07946749540,info@hrprojects.org,www.hrprojects.org,28/02/2025,23889.0,28608.0,Charitable company,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","Hermitage River Projects aims to promote knowledge and understanding of the Thames, its history, its ecology and the communities using it; to undertake educational initiatives that increase understanding of navigational and boat handling skills; to undertake cultural initiatives that promote and celebrate river heritage; and to encourage the use, preservation and restoration of historic vessels.","THE ADVANCEMENT OF EDUCATION IN THE HISTORY OF NAVIGATION ON THE RIVER THAMES BY THE PRESERVATION, MAINTENANCE AND OPERATION OF ALL TYPES OF CRAFT ASSOCIATED WITH THE RIVER, AND OR RELATED ARTEFACTS AND RECORDS OF ANY KIND AND IN ANY FORMAT, FOR THE BENEFIT OF THE PUBLIC BY EXHIBITION IN A MUSEUM OR OTHERWISE AND THROUGH PUBLICATION, LECTURES AND EVENTS. 

(2)	TO PROVIDE PEOPLE IN GREATER LONDON AND SOUTH EASTERN COUNTIES WITH FACILITIES FOR RECREATION INCLUDING BOATING ACTIVITIES AND OTHER LEISURE TIME OCCUPATIONS IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE ESPECIALLY OF YOUNG PEOPLE AND PEOPLE WITH DISABILITY AND FOR THE ADVANCEMENT OF EDUCATION, INCLUDING ENVIRONMENTAL EDUCATION RELATING TO THE RIVER THAMES, IN PARTICULAR BY THE HOLDINGS OF MEETINGS, LECTURES AND CLASSES.",True,Small,No Filing,Environment/conservation/heritage
323,1124449,ORPHAN WELFARE TRUST,"Flat 31, 32 Truman Walk, Bromley by Bow, London",E3 3FE,Poplar and Limehouse,03330119555,INFO@ORPHANWELFARETRUST.ORG,http://www.orphanwelfaretrust.org,30/06/2024,28249.0,44654.0,Other,Other Charitable Activities,"Education/training, The Prevention Or Relief Of Poverty","Children/young People, People With Disabilities","THE ADVANCEMENT OF EDUCATION AND THE PRESERVATION AND PROTECTION OF HEALTH AND THE RELIEF OF FINANCIAL HARDSHIP AMONG POOR AND ORPHANED CHILDREN IN BANGLADESH, PARTICULARLY BUT NOT EXCLUSIVELY BY THE PROVISION OF FACILITIES FOR THEIR CARE AND EDUCATION","THE ADVANCEMENT OF EDUCATION AND THE PRESERVATION AND PROTECTION OF HEALTH AND THE RELIEF OF FINANCIAL HARDSHIP AMONG POOR AND ORPHANED CHILDREN IN BANGLADESH, PARTICULARLY BUT NOT EXCLUSIVELY BY THE PROVISION OF FACILITIES FOR THEIR CARE AND EDUCATION.",True,Small,No Filing,The Prevention Or Relief Of Poverty
324,1124554,COUNCIL OF MOSQUES - TOWER HAMLETS,"CoM-TH, 3rd Floor, 46 Whitechapel Road, London Muslim Centre, London",E1 1JX,Bethnal Green and Stepney,02076503040,info@councilofmosques.com,www.councilofmosques.com,31/03/2025,149716.0,99715.0,Other,Acts As An Umbrella Or Resource Body,General Charitable Purposes,Other Charities Or Voluntary Bodies,"The Council of Mosques works primarily as a conduit of communication between the Muslim community in Tower Hamlets and the Local Authority is central.Currently, the Council of Mosques offers three main areas of service provision: 1.	Capacity building and training programmes for its members and affiliates2.	Consultation and advocacy on local issues3.	Community cohesion activities","THE PROMOTION OF RELIGIOUS AND RACIAL HARMONY FOR THE BENEFIT OF THE PUBLIC BY:
A) EDUCATING THE PUBLIC IN DIFFERENT RELIGIOUS BELIEFS INCLUDING AN AWARENESS OF THEIR DISTINCTIVE FEATURES AND THEIR COMMON GROUND TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT FAITHS AND OF DIFFERENT RACIAL GROUPS;
B) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RELIGIOUS AND RACIAL GROUPS;
C) PROVIDING A CLOSER NETWORK AND CO-OPERATION BETWEEN THE MOSQUES AND OTHER ISLAMIC ORGANISATIONS WITH SERVICE PROVIDERS AND OTHER FAITH COMMUNITIES;
D) PROVIDING ADVICE ON COMMUNITY ISSUES;
E) BY SUCH OTHER CHARITABLE MEANS AS THE TRUSTEES DEEM FIT.
TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY WORKING WITH INDIVIDUALS IN THE LONDON BOROUGH OF TOWER HAMLETS AND SURROUNDING AREAS WHO ARE SOCIALLY OR ECONOMICALLY DISADVANTAGED ON THE GROUNDS OF THEIR RELIGION, ETHNIC ORIGIN OR CREED (IN PARTICULAR, MEMBERS OF THE MUSLIM COMMUNITY) TO RELIEVE THE NEEDS OF SUCH INDIVIDUALS AND ASSIST THEM TO INTEGRATE INTO BRITISH SOCIETY, IN PARTICULAR BY:
A) WORKING WITH INDIVIDUALS TO ADDRESS ISSUES OF INEQUALITY AND ASSIST THEM TO INTEGRATE INTO BRITISH SOCIETY;
B) WORKING WITH SERVICE PROVIDERS TO ENABLE THEM TO BETTER UNDERSTAND THE NEEDS OF THE MUSLIM COMMUNITY IN ORDER THAT THEY CAN ADAPT SERVICE PROVISION TO BETTER MEET THE NEEDS OF THAT COMMUNITY;
C) UNDERTAKING RESEARCH WITH INDIVIDUALS, ORGANISATIONS AND DIFFERENT COMMUNITIES ON ISSUES PERTINENT TO THE MUSLIM COMMUNITY;
D) RAISING THE CONCERNS OF THE MUSLIM COMMUNITY TO RELEVANT ORGANISATIONS OR AUTHORITIES AS DEEMED APPROPRIATE BY THE TRUSTEES;
E) BUILDING THE CAPACITY OF MOSQUES AND ISLAMIC ORGANISATIONS THROUGH THE PROVISION OF GRANTS, ADVICE & GUIDANCE, TRAINING AND OTHER MEANS SO THAT THEY ARE BETTER EQUIPPED TO DELIVER PROJECTS AND SERVICES THAT ADDRESS ISSUES OF INEQUALITY;
F) BY SUCH OTHER CHARITABLE MEANS AS THE TRUSTEES DEEM FIT.",True,Medium,No Filing,General Charitable Purposes
325,1124839,POLLYANNA TRAINING THEATRE,"Raine House, 16 Raine Street, LONDON",E1W 3RL,Poplar and Limehouse,07949792570,mail@pollyannatheatre.org,www.pollyannatheatre.org,31/03/2025,102726.0,99673.0,Other,Provides Buildings/facilities/open Space,"Education/training, Arts/culture/heritage/science","Children/young People, People With Disabilities",Provision of tuition in drama and performing arts for children and young people,TO ADVANCE THE EDUCATION AND DEVELOPMENT OF CHILDREN AND YOUNG PEOPLE UP TO THE AGE OF EIGHTEEN BY PROVIDING AND ASSISTING IN THE PROVISION OF TUITION IN DRAMA AND PERFORMING ARTS,True,Medium,No Filing,Arts/culture/heritage/science
