Unnamed: 0_x,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus,lsoa21,lat,long,Unnamed: 0_y,LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
473,1154529,ASHAADIBI EDUCATION & CULTURAL CENTRE,"167 Cannon Street Road, London",E1 2LX,Bethnal Green and Stepney,07946 604 876,ashaadibi@live.co.uk,ashaadibi.co.uk,31/01/2025,170593.0,168659.0,CIO,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation, Other Charitable Purposes","Children/young People, People Of A Particular Ethnic Or Racial Origin",Improving the quality of lives of the community in Tower Hamlets; through the works of an Education and Cultural Centre,"1. TO DEVELOP THE CAPACITY, SKILLS AND EDUCATION OF THE MEMBERS OF THE DISADVANTAGED COMMUNITY IN TOWER HAMLETS, IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY AND HELP MEET THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY. 
2. ADVANCE EDUCATION AND TO PROVIDE COMMUNITY SERVICES WITH THE OBJECT OF IMPROVING THE QUALITY OF LIFE FOR THE GENERAL PUBLIC IN EAST LONDON 
3. TO ADVANCE THE ISLAMIC FAITH FOR THE BENEFIT OF THE PUBLIC IN TOWER HAMLETS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF A MOSQUE AND EDUCATION AND CULTURAL CENTRE.",True,Medium,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004319,51.51336,-0.061763,4087.0,E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,35.858,5853.0,2.0,0.499,2558.0,1.0,0.157,10582.0,4.0,19.428,14765.0,5.0,0.284,12416.0,4.0,0.344,11683.0,4.0,43.836,1217.0,1.0,33.965,7367.0,3.0,0.833,620.0,1.0,0.804,168.0,1.0,-1.12,30457.0,10.0,0.328,6547.0,2.0,2.855,33696.0,10.0,7.198,316.0,1.0,-0.451,25317.0,8.0,2.427,41.0,1.0,2540.0,506.0,264.0,1819.0
474,1154615,LANSBURY ESTATE MUSLIM ASSOCIATION,"20 Alton Street, LONDON",E14 6BZ,Poplar and Limehouse,07931141291,Lansburymosque@gmail.com,www.lansburymasjid.co.uk,31/03/2025,228323.0,98376.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.	THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION. THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS; ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD","THE OBJECTIVES OF THE ORGANIZATION SHALL BE:
 
(1)TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.

(2)THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION.

(3)THE RELIEF OF POVERTY AND FINANCIAL HARDSHIP.

(4)THE PROMOTION AND PROTECTION OF GOOD HEALTH.

(5) THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: 

(A) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS;

(B) ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS;

(C) WORKING TOWARDS THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE.

(6)TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 25 LIVING IN LANSBURY, TOWER HAMLETS AND THE SURROUNDING AREA BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:

(A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;

(B) ADVANCING EDUCATION;

(C) RELIEVING UNEMPLOYMENT;

(D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",True,Medium,Dormant,Overseas Aid/famine Relief,E01035685,51.515723,-0.018048,33678.0,E01035685,Tower Hamlets 020F,E09000030,Tower Hamlets,50.311,2316.0,1.0,0.662,357.0,1.0,0.253,3598.0,2.0,40.132,5449.0,2.0,0.536,9240.0,3.0,0.62,7994.0,3.0,39.111,2386.0,1.0,24.59,12330.0,4.0,0.848,527.0,1.0,0.616,989.0,1.0,-0.064,17369.0,6.0,0.427,1562.0,1.0,8.209,32989.0,10.0,6.389,725.0,1.0,-0.175,19463.0,6.0,1.07,2984.0,1.0,1560.0,457.0,180.0,943.0
475,1154668,ST PETER'S BETHNAL GREEN,"THE VICARAGE, ST. PETER'S CLOSE, LONDON",E2 7AE,Bethnal Green and Stepney,07771508393,info@stpetersbethnalgreen.org,www.stpetersbethnalgreen.org,31/12/2024,457937.0,252172.0,Previously excepted,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, The General Public/mankind","To promote in the parish the whole mission of the Church with a focus to worship God, make friends and change the world. This is achieved through working alongside a number of organisations as partners in undertaking mercy, justice and evangelism, practically, financially and/or in encouraging people to volunteer, and receiving support from them to fulfil our calling as a local church.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH,True,Medium,Dormant,Religious Activities,E01004204,51.529956,-0.064186,4001.0,E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,37.469,5300.0,2.0,0.472,3206.0,1.0,0.191,7379.0,3.0,18.864,15177.0,5.0,0.728,7154.0,3.0,0.473,9908.0,3.0,32.576,5066.0,2.0,44.911,3388.0,2.0,0.761,1323.0,1.0,0.636,830.0,1.0,-0.389,22367.0,7.0,0.292,9501.0,3.0,3.661,33625.0,10.0,5.47,1579.0,1.0,0.233,11484.0,4.0,2.219,154.0,1.0,1876.0,319.0,275.0,1336.0
476,1154824,SOCIETYLINKS TOWER HAMLETS,"WHITECHAPEL THRESHOLD CENTRE, 80 JOHN FISHER STREET, LONDON",E1 8JX,Bethnal Green and Stepney,02077020901,info@societylinks.org.uk,www.societylinks.org.uk,31/03/2025,474210.0,463754.0,Charitable company,Provides Services,"General Charitable Purposes, Education/training","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin",Improve the health and education of residents who reside in Tower Hamlets,"1. TO ADVANCE EDUCATION AND TRAINING FOR PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS.

2. THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC IN SUCH WAYS AS MAY BE THOUGHT FIT.

3. TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY PREVENTING PEOPLE FROM BECOMING SOCIALLY EXCLUDED, RELIEVING THE NEEDS OF THOSE PEOPLE WHO ARE SOCIALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY.

FOR THE PURPOSE OF THIS CLAUSE ‘SOCIALLY EXCLUDED’ MEANS BEING EXCLUDED FROM SOCIETY, OR PARTS OF SOCIETY, AS A RESULT OF ONE OF MORE OF THE FOLLOWING FACTORS: UNEMPLOYMENT; FINANCIAL HARDSHIP; YOUTH OR OLD AGE; ILL HEALTH (PHYSICAL OR MENTAL); SUBSTANCE ABUSE OR DEPENDENCY INCLUDING ALCOHOL AND DRUGS; DISCRIMINATION ON THE GROUNDS OF SEX, RACE, DISABILITY, ETHNIC ORIGIN, RELIGION, BELIEF, CREED, SEXUAL ORIENTATION OR GENDER RE-ASSIGNMENT; POOR EDUCATIONAL OR SKILLS ATTAINMENT; RELATIONSHIP AND FAMILY BREAKDOWN; POOR HOUSING (THAT IS HOUSING THAT DOES NOT MEET BASIC HABITABLE STANDARDS; CRIME (EITHER AS A VICTIM OF CRIME OR AS AN OFFENDER REHABILITATING INTO SOCIETY).

4. THE PROMOTION OF EQUALITY AND DIVERSITY FOR THE PUBLIC BENEFIT BY:

(A) THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE, GENDER, DISABILITY , SEXUAL ORIENTATION OR RELIGION;
(B) ADVANCING EDUCATION AND RAISING AWARENESS IN EQUALITY AND DIVERSITY;
(C) PROMOTING ACTIVITIES TO FOSTER UNDERSTANDING BETWEEN PEOPLE FROM DIVERSE BACKGROUNDS;
(D) CONDUCTING OR COMMISSIONING RESEARCH ON EQUALITY AND DIVERSITY ISSUES AND PUBLISHING THE RESULTS TO THE PUBLIC;
(E) CULTIVATING A SENTIMENT IN FAVOUR OF EQUALITY AND DIVERSITY.

5. TO ADVANCE IN LIFE AND RELIEVE NEEDS OF YOUNG PEOPLE THROUGH:

(A) THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE;
(B) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.

6. SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",True,Medium,Dormant,General Charitable Purposes,E01035697,51.510602,-0.069533,33690.0,E01035697,Tower Hamlets 026F,E09000030,Tower Hamlets,21.959,13182.0,4.0,0.29,10055.0,3.0,0.116,15938.0,5.0,7.86,24959.0,8.0,0.432,10516.0,4.0,-0.463,23426.0,7.0,29.474,6952.0,3.0,36.923,6110.0,2.0,0.691,2514.0,1.0,0.47,3042.0,1.0,-0.462,23435.0,7.0,0.172,24286.0,8.0,4.151,33580.0,10.0,4.963,2208.0,1.0,-0.117,18198.0,6.0,2.149,227.0,1.0,1802.0,230.0,150.0,1478.0
477,1154842,TOWER HAMLETS MISSION,"TOWER HAMLETS MISSION, 31 MILE END ROAD, LONDON",E1 4TP,Bethnal Green and Stepney,02077903040,admin@towerhamletsmission.org,www.towerhamletsmission.org,31/03/2025,781675.0,807940.0,CIO,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities",Other Charitable Purposes,The General Public/mankind,"Working with people suffering from alcohol and/or drug dependency, who are homeless, or in danger of becoming homeless and are receiving state benefits. Our aim is to enable them to break the cycle of chronic addiction definitively and to rebuild purposeful, stable lives through the provision of high quality, comprehensive, and long term residential therapy, rehabilitation and resettlement.","THE RELIEF OF THOSE IN NEED, BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE.THE OBJECT IS TO BE CARRIED OUT ACCORDING TO TOWER HAMLETS MISSION'S BELIEF AND PRACTICE OF THE CHRISTIAN FAITH AS SET OUT IN THE SCHEDULE TO THE GOVERNING DOCUMENT.",True,Medium,Dormant,Other Charitable Purposes,E01004208,51.520506,-0.054497,4005.0,E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,30.764,7919.0,3.0,0.326,8301.0,3.0,0.109,17105.0,6.0,5.775,27318.0,9.0,0.326,11862.0,4.0,1.587,994.0,1.0,36.233,3380.0,2.0,46.817,2923.0,1.0,0.874,381.0,1.0,0.674,589.0,1.0,-1.118,30445.0,10.0,0.184,22475.0,7.0,3.228,33665.0,10.0,6.028,1027.0,1.0,0.24,11354.0,4.0,2.513,22.0,1.0,2093.0,251.0,102.0,1784.0
479,1154961,ACID SURVIVORS TRUST INTERNATIONAL,"Fora Space Ltd, 42-46 Princelet Street, LONDON",E1 5LP,Bethnal Green and Stepney,02036513933,office@asti.org.uk,www.acidviolence.org,31/12/2024,287522.0,237851.0,CIO,"Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, People With Disabilities, The General Public/mankind","- Promote and protect the health of acid burns survivors
- Advance the education of the general public in all areas relating to acid burn survivors with view to eliminating acid and burn violence worldwide","TO PROMOTE AND PROTECT THE HEALTH OF ACID AND BURN VIOLENCE SURVIVORS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF AN INTEGRATED PROGRAMME OF CARE AND SUPPORT

TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN ALL AREAS RELATING TO ACID AND BURN VIOLENCE SURVIVORS BY SUCH MEANS AS THE TRUSTEES THINK FIT WITH A VIEW TO ELIMINATING ACID AND BURN VIOLENCE WORLDWIDE",True,Medium,Dormant,Overseas Aid/famine Relief,E01004306,51.519646,-0.070447,4077.0,E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.117,5760.0,2.0,0.387,5779.0,2.0,0.19,7476.0,3.0,15.221,17960.0,6.0,0.546,9106.0,3.0,0.73,6662.0,2.0,38.717,2518.0,1.0,48.653,2506.0,1.0,0.57,5626.0,2.0,0.583,1307.0,1.0,-0.348,21744.0,7.0,0.251,13590.0,5.0,2.072,33743.0,10.0,6.372,739.0,1.0,0.378,9252.0,3.0,2.266,120.0,1.0,1926.0,302.0,204.0,1448.0
480,1155215,ZEN MARTIAL ARTS ACADEMY LIMITED,"SHAHIDULLAH & CO, 299A BETHNAL GREEN ROAD, LONDON",E2 6AH,Bethnal Green and Stepney,02077296442,info@shahidullah.com,Not available,31/03/2021,895.0,935.0,Charitable company,"Makes Grants To Individuals, Provides Services","General Charitable Purposes, Amateur Sport","Children/young People, The General Public/mankind",Provides services to Martial Arts Education and Training.,THE PROMOTION OF COMMUNITY PARTICIPATION IN HEALTHY RECREATION IN PARTICULAR BY THE PROVISION OF FACILITIES FOR THE PRACTICE OF MARTIAL ARTS.,True,Micro,Dormant,Amateur Sport,E01004313,51.526618,-0.065193,4084.0,E01004313,Tower Hamlets 009B,E09000030,Tower Hamlets,37.223,5371.0,2.0,0.505,2415.0,1.0,0.166,9593.0,3.0,19.383,14799.0,5.0,0.446,10327.0,4.0,0.766,6263.0,2.0,34.235,4227.0,2.0,41.577,4386.0,2.0,0.962,133.0,1.0,0.699,478.0,1.0,-0.388,22358.0,7.0,0.296,9066.0,3.0,2.589,33715.0,10.0,5.727,1303.0,1.0,0.099,13825.0,5.0,2.18,194.0,1.0,2156.0,398.0,144.0,1617.0
490,1156554,CELL FOUNDATION,"256-258 Cambridge Heath Road, Bethnal Green, LONDON",E2 9DA,Bethnal Green and Stepney,02089816336,info@cellfoundation.org.uk,www.cellprojects.org,31/03/2025,204606.0,111440.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research","Education/training, Arts/culture/heritage/science",The General Public/mankind,"Supporting practice and appreciation of visual art for the public benefit and advancement of education in the arts, by establishing an art gallery to provide ongoing exhibitions, educational events for schools, lectures and intern training programmes with financial support by Arts Council England. Continued support for artists who are in financial need by assisting with studio space for them.","TO PROMOTE THE APPRECIATION OF ART AND TO ADVANCE EDUCATION FOR THE PUBLIC BENEFIT BY:-
·THE ESTABLISHMENT AND MAINTENANCE OF AN ART GALLERY;
·THE PROVISION OF EXHIBITIONS, LECTURES AND INTERN TRAINING PROGRAMMES;AND
·BY SUPPORTING ARTISTS WHO ARE IN FINANCIAL NEED BY ASSISTING WITH WORKING STUDIO SPACE FOR THEM.",True,Medium,Dormant,Arts/culture/heritage/science,E01035661,51.531861,-0.057026,33654.0,E01035661,Tower Hamlets 002F,E09000030,Tower Hamlets,41.343,4254.0,2.0,0.499,2541.0,1.0,0.145,11862.0,4.0,24.39,11697.0,4.0,1.328,2466.0,1.0,0.846,5454.0,2.0,40.487,1988.0,1.0,33.848,7429.0,3.0,0.776,1109.0,1.0,0.756,285.0,1.0,-0.224,19817.0,6.0,0.329,6482.0,2.0,4.795,33531.0,10.0,6.654,577.0,1.0,-0.23,20636.0,7.0,2.026,342.0,1.0,1647.0,332.0,88.0,1203.0
493,1157403,FAIJURRAHMAN-MUHIUSSUNNAH ACADEMY,"FLAT 21, LOWESWATER HOUSE, 22 SOUTHERN GROVE, LONDON",E3 4PY,Poplar and Limehouse,02089818678,faizrahman17@yahoo.co.uk,Not available,30/06/2024,17151.0,10799.0,Other,Makes Grants To Organisations,"General Charitable Purposes, The Prevention Or Relief Of Poverty","Children/young People, The General Public/mankind","The advancement of education and relief of poverty and sickness in Moulvi Bazar, Bangladesh in particular but not exclusively by the making of grant","THE ADVANCEMENT OF EDUCATION AND THE RELIEF OF POVERTY AND SICKNESS IN MOULOVI BAZAR,BANGALDESH IN PARTICULAR BUT NOT EXCLUSIVELY BY THE MAKING OF GRANTS",True,Small,Dormant,The Prevention Or Relief Of Poverty,E01035675,51.523013,-0.030691,33668.0,E01035675,Tower Hamlets 014G,E09000030,Tower Hamlets,31.98,7380.0,3.0,0.412,4930.0,2.0,0.127,14235.0,5.0,17.039,16520.0,5.0,0.551,9054.0,3.0,0.566,8682.0,3.0,40.807,1903.0,1.0,35.16,6842.0,3.0,0.769,1212.0,1.0,0.691,510.0,1.0,-0.399,22528.0,7.0,0.274,11129.0,4.0,5.749,33430.0,10.0,6.699,552.0,1.0,-0.261,21318.0,7.0,2.211,160.0,1.0,1865.0,309.0,140.0,1439.0
494,1157500,CHRIST CHURCH PRIMARY SCHOOL PFA,"CHRISTCHURCH PRIMARY SCHOOL, 47A BRICK LANE, LONDON",E1 6PU,Bethnal Green and Stepney,02072470792,Not available,Not available,01/04/2025,5577.0,5735.0,Other,"Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information",Education/training,Children/young People,"Supporting the work of Christ Church Primary School, Brick Lane.","TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:
1) DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL;
2) ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.",True,Micro,Dormant,Education/training,E01004306,51.518305,-0.071499,4077.0,E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.117,5760.0,2.0,0.387,5779.0,2.0,0.19,7476.0,3.0,15.221,17960.0,6.0,0.546,9106.0,3.0,0.73,6662.0,2.0,38.717,2518.0,1.0,48.653,2506.0,1.0,0.57,5626.0,2.0,0.583,1307.0,1.0,-0.348,21744.0,7.0,0.251,13590.0,5.0,2.072,33743.0,10.0,6.372,739.0,1.0,0.378,9252.0,3.0,2.266,120.0,1.0,1926.0,302.0,204.0,1448.0
495,1157888,ABERFELDY ISLAMIC CULTURAL CENTRE,"36 Aberfeldy Street, London",E14 0NU,Poplar and Limehouse,07940537841,aiccorg@yahoo.co.uk,Not available,31/03/2025,147923.0,38650.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People","-Education-Community Development-Prayer meetings-Public celebration of religious festivals-Produce and/or distributing literature on the Islamic faith to enlighten others about the Islamic religion.","4.1)	TO ADVANCE THE ISLAMIC RELIGION FOR THE BENEFIT OF THE PUBLIC THROUGH THE HOLDING OF PRAYER MEETINGS, LECTURES, PUBLIC CELEBRATION OF RELIGIOUS FESTIVALS, PRODUCING AND/OR DISTRIBUTING LITERATURE ON THE ISLAMIC FAITH TO ENLIGHTEN OTHERS ABOUT THE ISLAMIC RELIGION.
4.2)	TO ADVANCE THE EDUCATION OF THE PUBLIC IN SUCH SUBJECTS AND BY SUCH MEANS 	AS THE TRUSTEES MAY DETERMINE.
4.3)	TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,Medium,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004243,51.513401,-0.00574,4031.0,E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,35.878,5839.0,2.0,0.473,3170.0,1.0,0.184,7980.0,3.0,26.492,10589.0,4.0,0.587,8664.0,3.0,0.163,14379.0,5.0,35.006,3889.0,2.0,33.979,7361.0,3.0,0.683,2689.0,1.0,0.673,593.0,1.0,-0.285,20732.0,7.0,0.35,5076.0,2.0,10.238,32561.0,10.0,5.778,1247.0,1.0,-0.069,17187.0,6.0,1.761,725.0,1.0,1694.0,447.0,117.0,1085.0
497,1158070,AL-ISTIQAAMAH,"48 Smythe Street, London",E14 0HF,Poplar and Limehouse,07961432745,abumaryam101@gmail.com,www.istiqaamah.net,31/12/2024,646.0,144.0,Other,Provides Services,"General Charitable Purposes, Education/training, Religious Activities","Children/young People, The General Public/mankind","Childrens Islamic evening school.
Islamic Events and seminars. 
Islamic literature materials.
youth activities.","THE CHARITY’S OBJECTS (“THE OBJECTS”) ARE:-
1)TO ADVANCE THE ISLAMIC RELIGION IN ACCORDANCE WITH THE STATEMENT OF FAITH ATTACHED HERETO; AND
2)TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,Micro,Dormant,Religious Activities,E01004257,51.509461,-0.013636,4040.0,E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,47.337,2876.0,1.0,0.624,628.0,1.0,0.214,5697.0,2.0,32.022,8141.0,3.0,0.677,7692.0,3.0,0.656,7542.0,3.0,37.491,2931.0,1.0,38.143,5630.0,2.0,0.956,151.0,1.0,0.736,332.0,1.0,-0.395,22470.0,7.0,0.394,2711.0,1.0,8.06,33025.0,10.0,6.187,900.0,1.0,-0.03,16352.0,5.0,2.104,273.0,1.0,2290.0,547.0,176.0,1574.0
